1.0,0.75,1.100000023841858,0.75,0.15000000596046448,0.009999999776482582,0.009999999776482582,0.003039608,0.012412967160344124
1.0,0.75,1.100000023841858,0.75,0.25,0.009999999776482582,0.009999999776482582,0.034445837,0.1383017897605896
1.0,0.75,1.100000023841858,0.75,0.3500000238418579,0.009999999776482582,0.009999999776482582,0.07617385,0.3008417785167694
1.0,0.75,1.100000023841858,0.75,0.44999998807907104,0.009999999776482582,0.009999999776482582,0.11199489,0.4354495406150818
1.0,0.75,1.100000023841858,0.75,0.15000000596046448,0.02499999850988388,0.02499999850988388,0.0038854117,0.015867464244365692
1.0,0.75,1.100000023841858,0.75,0.25,0.02499999850988388,0.02499999850988388,0.03765473,0.15116530656814575
1.0,0.75,1.100000023841858,0.75,0.3500000238418579,0.02499999850988388,0.02499999850988388,0.079671174,0.3146250247955322
1.0,0.75,1.100000023841858,0.75,0.44999998807907104,0.02499999850988388,0.02499999850988388,0.11507269,0.44736719131469727
1.0,0.75,1.100000023841858,0.75,0.15000000596046448,0.03999999910593033,0.03999999910593033,0.004921446,0.02009403705596924
1.0,0.75,1.100000023841858,0.75,0.25,0.03999999910593033,0.03999999910593033,0.041042224,0.16473130881786346
1.0,0.75,1.100000023841858,0.75,0.3500000238418579,0.03999999910593033,0.03999999910593033,0.08326529,0.32878369092941284
1.0,0.75,1.100000023841858,0.75,0.44999998807907104,0.03999999910593033,0.03999999910593033,0.11815642,0.4592895209789276
1.0,0.75,1.1714285612106323,0.75,0.15000000596046448,0.009999999776482582,0.009999999776482582,0.0009949998,0.003609452163800597
1.0,0.75,1.1714285612106323,0.75,0.25,0.009999999776482582,0.009999999776482582,0.023504624,0.08406399190425873
1.0,0.75,1.1714285612106323,0.75,0.3500000238418579,0.009999999776482582,0.009999999776482582,0.0647099,0.22831422090530396
1.0,0.75,1.1714285612106323,0.75,0.44999998807907104,0.009999999776482582,0.009999999776482582,0.104343265,0.36316242814064026
1.0,0.75,1.1714285612106323,0.75,0.15000000596046448,0.02499999850988388,0.02499999850988388,0.0013234421,0.004800127819180489
1.0,0.75,1.1714285612106323,0.75,0.25,0.02499999850988388,0.02499999850988388,0.026057735,0.09318621456623077
1.0,0.75,1.1714285612106323,0.75,0.3500000238418579,0.02499999850988388,0.02499999850988388,0.06811579,0.24029681086540222
1.0,0.75,1.1714285612106323,0.75,0.44999998807907104,0.02499999850988388,0.02499999850988388,0.10764639,0.3746263384819031
1.0,0.75,1.1714285612106323,0.75,0.15000000596046448,0.03999999910593033,0.03999999910593033,0.001737044,0.006301775574684143
1.0,0.75,1.1714285612106323,0.75,0.25,0.03999999910593033,0.03999999910593033,0.028852902,0.10316000878810883
1.0,0.75,1.1714285612106323,0.75,0.3500000238418579,0.03999999910593033,0.03999999910593033,0.07173698,0.2530074417591095
